room_w,room_h,sofa_w,sofa_h,table_w,table_h,chair_w,chair_h,sofa_x,sofa_y,table_x,table_y,chair_x,chair_y
8.3,5.3,1.1,1.5,1.4,1.3,1.3,0.7,7.122141379115165,3.8,3.45,2.0,5.35,2.0
8.8,6.0,2.8,2.4,1.8,1.1,1.1,1.4,6.000000000000001,2.562850474453759,3.5000000000000004,2.45,3.5000000000000004,4.050000000000001
7.2,6.3,2.2,2.3,1.8,1.4,0.9,1.4,5.0,1.9080312153808308,2.7,2.45,2.7,4.35
5.9,6.7,1.6,2.9,1.4,2.0,1.3,1.3,2.735577038501831,3.8000000000000003,2.25,2.35,0.44999999999999996,2.35
6.1,9.8,1.5,2.1,1.0,1.6,1.3,0.6,4.6,1.474132409230326,2.55,4.1000000000000005,0.7499999999999998,4.1000000000000005
9.0,6.3,1.3,1.2,1.1,1.3,1.0,0.9,3.869799800557959,5.1,3.95,2.5,2.45,2.5
10.0,5.2,2.1,2.1,1.4,1.6,1.0,0.9,3.795395427709929,3.1,4.3,1.8,6.199999999999999,1.8
8.0,9.2,1.1,2.2,1.4,1.2,1.4,0.8,6.9,5.89142248467513,3.3,3.9999999999999996,5.199999999999999,3.9999999999999996
7.2,5.2,2.1,2.9,1.7,1.7,1.4,1.3,5.1,1.9552815411841593,2.75,1.75,0.8500000000000001,1.75
8.3,6.5,2.4,2.2,1.6,1.4,1.0,1.2,0.0,3.3056555079098193,3.3500000000000005,2.55,3.3500000000000005,0.8499999999999999
7.5,6.9,1.6,2.9,1.3,1.3,1.3,1.0,5.9,1.4386698202042396,3.1,2.8000000000000003,4.9,2.8000000000000003
9.0,7.0,1.4,2.0,1.1,1.4,0.7,1.4,7.235632496610571,5.0,3.95,2.8,5.550000000000001,2.8
8.0,9.2,2.3,2.4,1.3,1.1,1.2,0.9,4.344010762981222,0.0,3.35,4.05,3.35,5.65
9.8,7.1,2.6,1.7,1.1,1.1,0.8,1.3,7.200000000000001,2.230395125431309,4.3500000000000005,3.0,4.3500000000000005,4.6
9.3,5.2,1.3,1.9,1.2,1.2,1.5,1.1,1.9046505349621388,3.3000000000000003,4.050000000000001,2.0,4.050000000000001,0.3999999999999999
5.2,7.8,2.8,1.4,1.7,2.0,1.0,1.3,0.08425229368795516,6.4,1.75,2.9,1.75,1.0999999999999999
5.6,7.3,2.8,2.3,1.7,1.5,1.0,1.5,1.4883312902425194,5.0,1.9499999999999997,2.9,1.9499999999999997,4.9
9.7,8.0,1.3,2.6,1.3,1.8,0.8,0.8,0.0,3.7378812628068903,4.199999999999999,3.1,4.199999999999999,5.4
5.2,7.4,2.3,1.5,1.8,1.4,1.2,0.7,2.9000000000000004,2.8622674917242485,1.7000000000000002,3.0,4.0,3.0
7.0,5.0,2.5,2.6,1.9,1.8,1.1,1.0,2.232836711880549,0.0,2.55,1.6,2.55,3.9000000000000004
9.5,5.7,1.3,2.7,1.9,1.4,1.2,1.0,0.0,1.1889563382578825,3.8,2.1500000000000004,6.199999999999999,2.1500000000000004
8.4,9.8,2.8,2.6,1.1,1.0,0.7,1.3,0.6836878342215975,0.0,3.6500000000000004,4.4,3.6500000000000004,2.6000000000000005
7.9,6.0,2.7,2.7,1.8,1.5,1.4,0.6,5.2,2.448934979592248,3.0500000000000003,2.25,1.1500000000000004,2.25
6.2,8.2,1.3,1.3,1.6,1.7,1.2,0.5,4.9,1.5596667046196038,2.3,3.2499999999999996,2.3,2.2499999999999996
7.3,9.5,1.8,1.7,1.2,1.9,1.0,1.3,4.220858524144859,7.8,3.05,3.8,3.05,6.199999999999999
9.6,7.3,2.5,1.8,1.2,1.4,1.4,0.7,0.0,2.1847287293451014,4.2,2.95,4.2,1.75
8.2,5.8,2.0,1.3,1.7,2.0,1.3,0.7,2.273938739347681,0.0,3.2499999999999996,1.9,1.4499999999999995,1.9
7.3,9.6,2.0,1.4,1.7,1.9,1.4,1.1,0.5278644495419025,0.0,2.8,3.8499999999999996,2.8,6.25
6.7,8.1,3.0,2.6,1.7,1.4,0.9,0.8,3.7,1.885265192524364,2.5,3.3499999999999996,4.7,3.3499999999999996
6.5,9.0,1.1,2.5,1.7,1.5,0.6,1.0,4.194096423437313,6.5,2.4,3.75,1.2999999999999998,3.75
5.4,8.7,1.7,2.0,1.5,2.0,1.1,0.8,0.4104730992452518,0.0,1.9500000000000002,3.3499999999999996,1.9500000000000002,5.85
5.0,9.0,2.8,2.8,1.8,1.6,1.3,1.1,1.348939533470733,0.0,1.6,3.7,1.6,5.800000000000001
8.9,8.9,2.2,2.4,1.7,1.3,0.9,0.9,6.7,3.0000331264510414,3.6,3.8000000000000003,3.6,5.6000000000000005
5.8,10.0,1.0,2.4,1.5,1.2,1.2,1.0,3.0607349682938687,7.6,2.15,4.4,4.15,4.4
7.4,7.4,1.5,2.4,1.4,1.3,0.6,1.5,5.9,3.254791766452551,3.0,3.0500000000000003,1.9,3.0500000000000003
6.7,5.6,1.4,1.3,1.0,1.3,0.7,0.7,5.300000000000001,2.264887453041674,2.85,2.15,4.35,2.15
6.5,5.6,1.6,1.6,1.5,1.5,0.5,1.0,4.9,1.8682940936493144,2.5,2.05,4.5,2.05
5.9,9.9,1.3,2.4,1.4,1.1,1.3,1.1,1.3758930357011445,7.5,2.25,4.4,2.25,6.0
5.6,8.3,1.2,2.2,1.9,1.3,0.8,1.4,4.3999999999999995,5.553480821341611,1.8499999999999999,3.5000000000000004,1.8499999999999999,5.300000000000001
5.2,7.4,1.4,2.2,2.0,1.7,1.5,1.4,3.030077832829333,5.2,1.6,2.85,3.7,2.85
7.6,6.3,1.8,1.4,1.8,1.7,1.3,1.3,5.45578971437424,4.9,2.9,2.3,2.9,4.5
7.8,6.4,2.2,2.9,1.6,1.7,0.7,1.3,2.5249631099149674,3.5000000000000004,3.0999999999999996,2.35,3.0999999999999996,4.55
9.7,5.3,2.7,1.6,1.6,1.0,0.9,1.4,6.373858659865077,3.6999999999999997,4.05,2.15,4.05,0.25
5.3,9.8,2.1,2.0,1.9,1.2,0.9,0.9,3.1999999999999997,4.379218428095225,1.7,4.300000000000001,4.1,4.300000000000001
5.3,8.4,2.7,2.9,1.5,1.6,0.7,1.4,2.5999999999999996,3.576694333676376,1.9,3.4000000000000004,0.7,3.4000000000000004
6.1,9.8,2.5,2.3,2.0,1.5,1.1,1.2,3.5999999999999996,0.8855884600593026,2.05,4.15,4.55,4.15
7.8,8.3,1.2,2.5,1.5,1.4,1.0,1.2,0.0,4.275395667898106,3.15,3.45,3.15,1.75
5.6,6.2,2.9,2.4,1.1,1.4,0.5,0.7,0.8888556752683228,3.8000000000000003,2.25,2.4000000000000004,2.25,4.300000000000001
7.1,6.9,2.4,2.0,1.9,1.1,1.1,1.0,0.0,3.107951945537344,2.5999999999999996,2.9000000000000004,2.5999999999999996,4.5
7.6,9.9,1.7,1.8,1.9,2.0,1.1,1.1,5.8999999999999995,1.751037570326559,2.8499999999999996,3.95,5.25,3.95
8.1,6.9,2.3,1.3,1.1,1.2,1.0,1.2,5.417812465037287,0.0,3.5,2.85,3.5,4.55
9.0,7.5,1.4,1.1,1.7,1.0,1.4,1.0,7.6,3.7204152840958877,3.65,3.25,3.65,4.75
8.7,6.2,2.2,2.9,1.6,1.4,1.5,1.2,6.499999999999999,1.0815328587628714,3.55,2.4000000000000004,3.55,0.7000000000000004
5.7,6.1,2.0,2.7,1.7,1.6,0.6,1.2,3.7,3.0705878006415994,2.0,2.25,0.8999999999999999,2.25
9.8,8.3,1.2,1.4,1.8,1.2,1.1,1.5,6.526018262157239,6.9,4.0,3.5500000000000003,6.3,3.5500000000000003
7.4,7.9,2.8,1.7,1.5,1.1,0.6,1.4,2.52121110395702,0.0,2.95,3.4000000000000004,2.95,1.5000000000000004
7.1,9.4,2.4,1.2,1.9,1.1,0.8,0.8,0.0,1.1563769994814066,2.5999999999999996,4.15,2.5999999999999996,2.8500000000000005
8.5,7.9,2.7,1.5,1.4,1.8,0.7,1.3,0.6199289665160992,6.4,3.55,3.0500000000000003,5.449999999999999,3.0500000000000003
7.6,6.0,2.1,1.8,1.8,1.7,1.3,1.5,5.5,2.3610085060146755,2.9,2.15,1.0999999999999999,2.15
5.6,9.4,2.8,1.4,1.7,1.7,1.4,0.8,2.1272151175842025,0.0,1.9499999999999997,3.85,1.9499999999999997,2.55
9.5,5.6,1.2,2.2,1.1,1.7,0.9,0.9,0.2325520442275314,0.0,4.2,1.9499999999999997,5.800000000000001,1.9499999999999997
6.2,5.1,1.7,1.3,1.1,1.5,1.4,1.3,0.0,2.586602507323666,2.55,1.7999999999999998,2.55,0.0
7.2,9.0,1.3,1.1,1.8,1.7,1.1,1.5,0.0,6.551944913643736,2.7,3.65,2.7,5.85
9.5,5.8,2.2,2.6,1.5,1.0,0.8,1.1,0.0,1.6140083098829485,4.0,2.4,4.0,3.9
6.7,7.3,2.8,2.8,1.2,1.1,1.0,0.7,0.0,3.4756599792656777,2.75,3.0999999999999996,4.45,3.0999999999999996
8.1,9.0,3.0,2.3,1.9,1.2,0.7,0.5,0.0,1.836861627466539,3.0999999999999996,3.9,1.8999999999999995,3.9
5.5,9.7,1.9,2.2,1.6,1.4,1.1,0.7,3.6,2.8347268852214893,1.95,4.1499999999999995,0.34999999999999987,4.1499999999999995
5.9,8.9,1.3,1.8,1.1,1.2,0.7,1.2,0.0,2.7483929217245557,2.4000000000000004,3.85,2.4000000000000004,2.1500000000000004
5.4,8.7,1.3,2.3,1.0,1.5,1.4,0.9,2.691385578511253,0.0,2.2,3.5999999999999996,2.2,5.6
6.7,6.2,1.4,1.9,1.9,1.8,0.8,1.0,0.0,2.8003831702699324,2.4000000000000004,2.2,2.4000000000000004,0.7000000000000002
7.7,7.7,2.7,2.4,2.0,1.7,0.9,1.1,0.0,0.8268144633691638,2.85,3.0,2.85,1.4
8.6,7.7,2.2,1.9,1.5,1.4,0.9,0.9,5.127236985531579,0.0,3.55,3.1500000000000004,3.55,1.7500000000000004
7.2,5.5,2.2,2.5,1.0,1.2,0.7,1.3,0.0,2.668496100287791,3.1,2.15,1.9000000000000004,2.15
7.0,5.6,1.3,1.1,1.6,1.8,1.3,1.2,5.7,1.347418218291942,2.7,1.9,0.9000000000000001,1.9
6.7,8.9,2.0,2.0,1.4,1.6,1.1,1.5,0.6793465424335076,0.0,2.6500000000000004,3.6500000000000004,4.550000000000001,3.6500000000000004
7.9,9.3,1.2,1.8,1.8,2.0,1.2,1.4,0.0,4.755415730886122,3.0500000000000003,3.6500000000000004,3.0500000000000003,6.15
8.4,9.8,2.5,1.3,1.9,1.1,0.7,1.4,1.1196681710035385,8.5,3.25,4.3500000000000005,3.25,5.950000000000001
5.0,7.7,2.8,2.7,1.2,1.6,0.6,1.1,2.192503373257315,5.0,1.9,3.05,0.7999999999999998,3.05
5.7,7.4,2.6,2.7,1.9,1.4,1.0,1.4,0.061929920416727305,0.0,1.9000000000000001,3.0,4.3,3.0
6.8,8.2,1.9,1.8,1.0,1.8,1.4,1.1,3.5449935174481024,0.0,2.9,3.1999999999999997,4.4,3.1999999999999997
9.2,7.6,2.3,2.3,1.9,1.2,1.4,0.7,2.051188283899302,0.0,3.6499999999999995,3.1999999999999997,3.6499999999999995,2.0
7.3,7.5,2.7,2.8,1.0,1.8,1.2,1.3,0.0,4.015404188330172,3.15,2.85,1.45,2.85
8.2,7.0,2.4,1.5,1.2,1.6,1.0,1.1,5.799999999999999,0.0700672796083035,3.4999999999999996,2.7,3.4999999999999996,1.1
7.4,6.0,2.4,1.9,1.1,1.8,1.2,1.2,5.0,0.7428743267921487,3.1500000000000004,2.1,3.1500000000000004,0.40000000000000013
9.4,7.9,2.4,2.9,1.6,1.9,0.7,0.6,0.0,0.5028555047864919,3.9000000000000004,3.0,3.9000000000000004,5.4
6.7,8.7,1.5,2.6,1.2,1.3,0.8,1.3,5.2,0.569393230305881,2.75,3.6999999999999997,2.75,1.8999999999999995
7.5,8.8,2.5,2.9,1.5,1.4,0.9,0.6,0.5212315590190331,0.0,3.0,3.7,3.0,2.6
8.0,8.3,2.6,2.4,1.0,1.2,0.8,0.5,0.0,4.632904570602056,3.5,3.5500000000000003,3.5,2.5500000000000003
9.2,8.6,1.5,1.4,1.2,1.5,1.3,0.5,4.32154985937667,0.0,3.9999999999999996,3.55,3.9999999999999996,5.55
9.5,8.6,3.0,1.7,1.8,1.2,1.3,1.0,6.5,6.774952405472219,3.85,3.6999999999999997,2.05,3.6999999999999997
6.7,5.6,1.6,1.6,1.7,1.1,0.7,0.5,0.0,3.6319579702436307,2.5,2.25,1.3,2.25
9.2,9.7,1.3,2.3,1.9,1.8,0.7,1.0,4.769588795507402,7.3999999999999995,3.6499999999999995,3.9499999999999997,2.4499999999999993,3.9499999999999997
9.2,9.7,1.9,1.7,1.3,1.6,0.7,1.5,7.299999999999999,7.335553250641475,3.9499999999999997,4.05,5.75,4.05
5.8,7.3,1.1,1.6,1.3,1.6,1.4,0.9,0.6129106950555083,0.0,2.25,2.8499999999999996,2.25,1.4499999999999997
5.1,6.9,1.8,2.9,1.8,1.8,1.1,1.1,1.7582282641927096,0.0,1.65,2.5500000000000003,1.65,0.9500000000000002
8.6,8.8,2.8,1.2,1.8,1.3,0.6,0.7,2.1261055403767903,7.6000000000000005,3.4,3.7500000000000004,5.7,3.7500000000000004
5.8,8.5,3.0,1.2,1.8,1.2,1.1,1.5,0.0,6.360472115760487,2.0,3.65,2.0,5.35
5.2,8.9,2.6,1.6,1.4,1.4,1.5,1.3,2.6,2.476639622383323,1.9000000000000001,3.75,3.7,3.75
9.8,8.4,1.3,1.9,1.7,1.5,0.5,0.9,0.0,3.253938192111288,4.050000000000001,3.45,4.050000000000001,5.45
9.7,9.7,1.3,2.6,1.2,1.9,1.3,0.9,8.399999999999999,0.2278924025266833,4.25,3.8999999999999995,4.25,2.4999999999999996
9.8,7.7,2.2,1.9,1.5,1.6,1.0,0.7,0.368062468254583,0.0,4.15,3.05,4.15,5.15
7.5,8.0,1.4,2.5,1.2,1.5,1.4,1.2,4.10238674846667,0.0,3.15,3.25,3.15,1.5499999999999998
9.6,8.9,2.0,1.5,1.3,1.5,1.1,0.9,2.3041422968290397,0.0,4.1499999999999995,3.7,4.1499999999999995,2.3000000000000003
9.0,5.6,1.5,2.6,1.1,1.6,1.0,0.7,7.5,0.7570517645116469,3.95,1.9999999999999998,5.550000000000001,1.9999999999999998
5.9,7.9,1.2,1.7,1.0,1.8,0.8,1.4,4.243071042807312,0.0,2.45,3.0500000000000003,3.95,3.0500000000000003
6.0,8.8,1.9,1.1,1.1,1.1,0.7,0.7,3.4878275435574677,7.700000000000001,2.45,3.8500000000000005,1.2500000000000002,3.8500000000000005
9.8,8.5,1.7,3.0,1.3,1.9,1.4,0.6,3.166431852934407,5.5,4.25,3.3,2.35,3.3
6.5,8.9,2.0,2.0,1.4,2.0,0.7,0.7,1.4218248238346258,6.9,2.55,3.45,2.55,5.95
8.8,8.9,2.4,1.4,1.2,1.9,0.7,1.4,6.373157268354248,7.5,3.8000000000000003,3.5,3.8000000000000003,1.6
6.2,6.3,1.8,2.6,1.6,1.1,0.8,1.1,0.0,2.945828439156965,2.3,2.5999999999999996,2.3,4.199999999999999
6.4,5.6,2.4,1.8,1.0,1.7,1.2,1.2,0.0,2.080952845167468,2.7,1.9499999999999997,2.7,4.1499999999999995
6.7,9.7,2.0,1.5,1.3,1.9,1.5,0.7,0.0,5.533169622401168,2.7,3.8999999999999995,0.7000000000000002,3.8999999999999995
5.6,9.9,2.2,1.7,1.3,1.9,0.7,1.3,3.3999999999999995,7.822948695359344,2.15,4.0,0.95,4.0
8.6,6.1,3.0,1.9,1.4,1.9,1.3,1.0,5.592292848766186,4.199999999999999,3.5999999999999996,2.0999999999999996,1.7999999999999998,2.0999999999999996
8.4,7.9,2.6,1.9,1.1,1.7,0.7,0.9,1.7539648161555006,0.0,3.6500000000000004,3.1,5.25,3.1
8.2,8.1,1.7,1.3,1.9,1.1,0.8,1.1,0.0,3.134033638792371,3.1499999999999995,3.5,5.549999999999999,3.5
9.3,6.8,1.9,2.9,1.6,1.5,1.1,1.0,0.0,3.6610414076867452,3.8500000000000005,2.65,5.950000000000001,2.65
8.1,6.0,2.9,2.7,1.5,1.0,1.2,0.9,5.199999999999999,1.1423325339232513,3.3,2.5,5.3,2.5
6.9,7.6,1.2,2.5,1.1,2.0,1.3,0.7,5.7,0.2530433095078432,2.9000000000000004,2.8,1.1000000000000003,2.8
6.2,7.5,3.0,2.8,1.4,1.1,1.5,1.4,1.570141706164348,0.0,2.4000000000000004,3.2,2.4000000000000004,1.3000000000000003
5.1,7.8,1.5,1.4,1.6,1.1,0.5,1.2,2.4981121107026074,0.0,1.7499999999999998,3.3499999999999996,0.7499999999999998,3.3499999999999996
6.3,8.5,1.1,2.5,2.0,1.5,1.2,0.6,4.042447503341536,6.0,2.15,3.5,2.15,2.4
5.7,5.8,1.6,2.5,1.6,1.4,1.1,1.5,4.1,1.5949076646431206,2.05,2.2,4.15,2.2
8.9,9.4,2.9,1.7,1.8,1.9,1.1,0.9,6.0,3.889111623870035,3.5500000000000003,3.75,3.5500000000000003,2.35
8.3,5.6,1.2,1.6,1.4,1.2,1.4,1.3,2.3529770031173975,0.0,3.45,2.1999999999999997,1.5500000000000003,2.1999999999999997
7.4,8.5,1.3,1.9,1.0,1.4,0.9,0.6,0.0,2.5244268994614885,3.2,3.55,3.2,2.4499999999999997
9.0,9.7,2.9,1.7,1.9,1.6,0.8,0.9,6.1,0.7481194821980378,3.55,4.05,2.25,4.05
9.5,6.1,2.5,1.1,1.3,1.1,1.3,1.1,2.0268939110819044,0.0,4.1,2.5,2.3,2.5
9.2,10.0,1.3,2.8,1.5,1.3,0.9,1.3,0.7739551448324183,7.2,3.8499999999999996,4.35,2.4499999999999997,4.35
6.4,7.4,1.1,2.2,1.1,1.0,1.2,0.7,0.0,1.8131731982606558,2.6500000000000004,3.2,2.6500000000000004,4.7
7.6,8.2,1.6,2.3,1.2,1.8,1.1,1.3,1.5324206250999117,0.0,3.1999999999999997,3.1999999999999997,3.1999999999999997,5.5
6.6,7.6,2.8,1.2,1.3,1.5,1.1,1.0,1.4661431077140448,0.0,2.65,3.05,2.65,1.5499999999999998
6.6,5.1,2.0,1.1,1.6,1.6,1.2,0.9,4.4094425737616305,0.0,2.5,1.7499999999999998,0.8,1.7499999999999998
7.0,7.4,2.4,1.1,1.0,1.1,1.2,1.5,4.6,3.460081736439427,3.0,3.1500000000000004,1.3,3.1500000000000004
6.2,7.1,2.0,2.3,1.1,1.6,0.9,0.5,0.48730659728218295,0.0,2.55,2.75,2.55,4.85
8.4,8.2,1.2,2.5,1.9,1.4,0.6,1.4,3.357093643383046,5.699999999999999,3.25,3.3999999999999995,5.65,3.3999999999999995
8.9,8.9,1.7,1.5,1.5,2.0,0.8,0.5,7.2,7.178038013467891,3.7,3.45,5.7,3.45
8.4,8.9,1.9,1.9,1.8,1.4,1.5,1.0,5.389819430749936,0.0,3.3000000000000003,3.75,3.3000000000000003,2.25
9.6,5.1,1.2,1.4,1.3,1.1,1.4,0.8,4.690852030456026,0.0,4.1499999999999995,1.9999999999999998,4.1499999999999995,3.5999999999999996
8.9,9.4,2.7,1.5,1.3,1.5,1.5,0.8,6.2,2.2168187337376564,3.8000000000000003,3.95,3.8000000000000003,5.95
7.6,6.2,2.7,3.0,1.0,1.3,1.0,0.9,4.8999999999999995,1.4725809570946105,3.3,2.45,3.3,4.25
7.6,6.9,2.1,1.1,1.5,1.0,1.2,1.5,5.5,4.8767273012532675,3.05,2.95,1.3499999999999999,2.95
7.9,5.1,1.0,2.8,1.9,1.6,0.8,1.4,2.6916414825813058,0.0,3.0,1.7499999999999998,3.0,3.6999999999999997
8.7,5.3,1.1,1.5,1.5,1.1,0.8,0.5,1.8971227050130557,0.0,3.5999999999999996,2.0999999999999996,3.5999999999999996,3.6999999999999997
7.8,8.0,1.7,2.5,1.1,1.8,1.3,0.9,3.833095573235977,0.0,3.3499999999999996,3.1,3.3499999999999996,5.4
6.9,9.7,1.3,1.9,1.2,1.9,1.0,0.5,2.0859752031507033,0.0,2.85,3.8999999999999995,2.85,6.299999999999999
9.7,5.6,1.6,2.6,1.9,1.6,0.8,0.6,5.401818523848888,2.9999999999999996,3.8999999999999995,1.9999999999999998,3.8999999999999995,0.8999999999999999
5.6,5.8,2.0,2.8,1.1,1.8,0.9,0.8,0.8244251759222424,3.0,2.25,2.0,2.25,0.7
5.9,6.4,2.9,1.4,1.3,1.1,0.8,1.2,2.4950283858580344,0.0,2.3000000000000003,2.6500000000000004,4.1000000000000005,2.6500000000000004
5.1,9.3,1.5,1.7,1.6,1.8,1.1,1.4,0.11514291855086028,0.0,1.7499999999999998,3.7500000000000004,0.1499999999999997,3.7500000000000004
8.8,6.3,2.9,2.7,1.4,1.6,1.3,0.5,0.0,1.6132439096375626,3.7,2.3499999999999996,1.9000000000000004,2.3499999999999996
5.0,8.0,2.0,2.6,1.7,1.5,0.6,1.0,2.016482697927483,5.4,1.65,3.25,1.65,5.25
6.3,6.3,2.3,2.9,1.3,1.4,1.0,1.3,3.220678640438335,0.0,2.5,2.45,2.5,0.6500000000000001
6.3,9.3,2.9,2.0,1.9,1.7,0.6,1.0,3.4,4.489888470038058,2.2,3.8000000000000003,2.2,6.0
8.3,5.2,2.6,1.9,2.0,2.0,0.8,0.7,0.0,0.011167652307409438,3.1500000000000004,1.6,1.8500000000000005,1.6
9.7,8.0,2.2,2.8,1.6,1.2,1.1,1.2,2.3622530515528255,5.2,4.05,3.4,4.05,1.7000000000000002
9.5,7.4,2.5,1.7,1.2,1.3,0.8,1.1,0.0,2.870775571750184,4.15,3.0500000000000003,4.15,1.4500000000000002
7.4,5.6,1.4,2.5,1.5,1.7,1.2,1.0,0.0,1.1238736577017558,2.95,1.9499999999999997,2.95,0.44999999999999973
8.3,7.1,1.3,2.3,2.0,1.9,1.4,0.9,4.624482294203929,4.8,3.1500000000000004,2.5999999999999996,1.2500000000000004,2.5999999999999996
5.4,5.6,2.7,2.9,1.6,1.1,1.3,1.1,0.6311678115551488,2.6999999999999997,1.9000000000000001,2.25,0.10000000000000009,2.25
8.8,6.4,2.8,3.0,1.1,1.7,1.2,0.5,4.116790175146412,0.0,3.8500000000000005,2.35,2.1500000000000004,2.35
5.9,7.6,2.2,1.4,1.8,1.5,0.6,0.7,3.7,1.8892687749868171,2.0500000000000003,3.05,0.9500000000000002,3.05
6.8,7.7,2.7,2.8,1.3,1.1,1.5,1.5,4.1,3.689364702847094,2.75,3.3,2.75,4.9
6.6,7.2,2.8,2.1,1.8,1.4,0.7,0.9,3.3650338064864824,5.1,2.4,2.9000000000000004,2.4,4.800000000000001
6.4,8.1,2.2,1.3,1.7,1.1,0.9,1.3,1.4169742456237626,0.0,2.35,3.5,0.9500000000000002,3.5
9.2,6.0,2.5,1.8,1.5,1.5,1.0,1.4,6.699999999999999,0.8185165435001389,3.8499999999999996,2.25,3.8499999999999996,4.25
5.3,9.3,2.5,2.9,1.3,1.6,0.8,1.3,2.8,0.4271585461770926,2.0,3.8500000000000005,0.7,3.8500000000000005
8.8,9.1,1.3,2.6,1.9,1.6,1.0,1.5,7.500000000000001,2.979586445393281,3.45,3.75,5.85,3.75
6.7,6.6,2.1,1.0,1.1,1.9,0.5,1.2,1.7898128185508946,5.6,2.8,2.3499999999999996,4.4,2.3499999999999996
9.1,6.9,1.8,1.2,1.2,1.6,0.6,1.4,7.3,4.216177491360534,3.9499999999999997,2.6500000000000004,5.6499999999999995,2.6500000000000004
5.5,7.6,1.4,2.1,1.8,1.8,1.2,1.3,0.9140650816176328,0.0,1.85,2.9,0.15000000000000013,2.9
9.1,8.7,2.2,2.7,1.7,1.3,1.5,0.7,2.8693429551038214,5.999999999999999,3.6999999999999997,3.6999999999999997,3.6999999999999997,5.5
7.2,9.8,2.0,1.2,1.5,1.1,1.4,1.4,3.79899817002916,0.0,2.85,4.3500000000000005,2.85,5.950000000000001
9.8,7.4,1.5,2.9,1.9,1.4,1.2,0.6,6.775725416232523,0.0,3.95,3.0,6.35,3.0
6.1,6.4,1.3,1.0,1.4,2.0,1.1,1.0,3.2193751856284556,5.4,2.3499999999999996,2.2,2.3499999999999996,0.7000000000000002
8.3,8.5,1.5,2.8,1.6,1.8,1.3,0.9,2.7813195288269523,0.0,3.3500000000000005,3.35,5.450000000000001,3.35
7.5,6.5,2.8,1.9,2.0,1.0,1.3,0.9,4.7,0.6034980631414202,2.75,2.75,2.75,1.35
6.5,9.2,3.0,1.4,1.7,1.4,0.9,1.4,1.667480712330392,7.799999999999999,2.4,3.8999999999999995,2.4,5.799999999999999
6.6,6.5,2.0,1.2,1.3,1.1,0.7,0.5,4.6,3.506591751386522,2.65,2.7,2.65,4.300000000000001
7.5,7.0,1.5,2.9,1.7,1.6,0.8,0.6,0.0,3.827158702350253,2.9,2.7,1.5999999999999996,2.7
6.4,9.9,2.7,1.4,1.6,1.0,0.8,1.0,0.0,0.9594272376603399,2.4000000000000004,4.45,2.4000000000000004,2.95
6.6,9.6,1.8,2.1,1.3,1.4,1.1,1.3,4.8,0.3921566361472395,2.65,4.1,2.65,2.3
6.1,9.9,1.3,2.6,2.0,1.0,1.4,1.3,0.8559105806102929,0.0,2.05,4.45,2.05,2.6500000000000004
9.3,7.5,1.5,1.4,1.8,1.9,1.2,0.9,7.800000000000001,1.199011600145264,3.7500000000000004,2.8,3.7500000000000004,1.4
7.3,7.5,1.7,1.2,1.8,1.4,1.0,0.7,0.48415487425478926,6.3,2.75,3.05,2.75,1.8499999999999996
7.9,9.9,2.1,1.7,1.4,1.7,1.4,0.6,0.0,3.4090084670427743,3.25,4.1000000000000005,5.15,4.1000000000000005
5.6,7.7,1.4,1.5,1.8,1.1,0.9,1.1,0.0,1.3170090333228557,1.9,3.3,1.9,4.9
5.8,7.5,2.6,2.5,1.2,1.2,1.2,0.9,0.007974422255871616,5.0,2.3,3.15,4.0,3.15
6.4,9.3,1.9,2.5,1.7,1.4,1.3,1.3,1.8283364998248648,6.800000000000001,2.35,3.95,0.55,3.95
6.9,6.0,2.7,2.1,1.2,1.4,0.9,0.6,0.0,1.9820938515571378,2.85,2.3,2.85,4.199999999999999
6.7,5.6,2.4,1.0,1.5,1.7,1.3,0.5,4.300000000000001,2.617933862486056,2.6,1.9499999999999997,2.6,0.9499999999999997
8.0,5.4,1.4,2.0,1.0,1.5,0.6,1.3,6.515942224120916,0.0,3.5,1.9500000000000002,3.5,0.15000000000000013
5.7,7.1,1.5,2.8,1.3,1.2,1.2,0.6,3.4502754011198644,4.3,2.2,2.9499999999999997,2.2,4.6499999999999995
8.0,7.1,2.9,2.6,1.9,1.0,0.5,1.3,1.6152623795870857,0.0,3.05,3.05,5.449999999999999,3.05
7.3,5.2,2.4,2.1,1.8,1.9,1.5,1.0,4.9,2.317258266276589,2.75,1.6500000000000001,2.75,4.05
5.8,5.8,1.5,1.2,1.5,2.0,1.0,1.0,4.2544315934085075,0.0,2.15,1.9,0.6499999999999999,1.9
8.2,9.4,1.2,1.7,1.8,1.7,1.4,0.8,0.0,3.810428837623982,3.1999999999999997,3.85,3.1999999999999997,6.05
6.1,7.5,1.2,1.6,1.5,2.0,1.3,1.0,4.8999999999999995,1.921095765444603,2.3,2.75,2.3,5.25
8.3,9.5,2.4,2.8,1.1,1.1,0.7,1.5,0.9522085533079903,6.7,3.6000000000000005,4.2,3.6000000000000005,5.800000000000001
8.3,7.5,2.2,2.8,1.2,1.8,0.8,1.3,6.1000000000000005,3.26568485935777,3.5500000000000003,2.85,3.5500000000000003,5.15
8.4,7.1,1.5,2.9,1.8,1.1,1.0,0.7,6.9,1.384738895550434,3.3000000000000003,3.0,3.3000000000000003,4.6
